unix,Low,High,Open,Close,Volume,Date,vol_fiat
1596931200,43.2,44.85,44.79,44.05,5736.46334229,2020-08-09,252691.21022787446
1596844800,43.4,45.2,43.79,44.61,2648.8387435,2020-08-08,118164.69634753499
1596758400,41.33,46.7,44.98,43.83,14492.97285836,2020-08-07,635227.0003819189
1596672000,44.07,46.23,44.96,44.98,12157.63528142,2020-08-06,546850.4349582716
1596585600,43.57,45.66,44.19,44.87,8302.17955327,2020-08-05,372518.79655522486
1596499200,43.61,45.62,45.17,44.13,16907.73847291,2020-08-04,746138.4988095184
1596412800,42.68,46.0,43.25,45.02,11434.48799211,2020-08-03,514780.64940479223
1596326400,40.42,49.91,47.43,43.33,27926.00016293,2020-08-02,1210033.5870597567
1596240000,44.13,47.88,44.69,47.41,20250.07008274,2020-08-01,960055.8226227033
1596153600,42.63,45.15,43.53,44.66,13776.86663139,2020-07-31,615274.8637578774
1596067200,41.78,45.0,42.63,43.8,22268.16510414,2020-07-30,975345.6315613319
1595980800,42.42,44.13,43.33,42.65,18285.64220202,2020-07-29,779882.639916153
1595894400,39.74,44.76,41.6,43.33,27885.18806204,2020-07-28,1208265.1987281933
1595808000,36.59,43.46,37.78,41.81,44117.65368668,2020-07-27,1844559.1006400909
1595721600,37.26,39.78,38.59,37.64,11726.20975912,2020-07-26,441374.5353332768
1595635200,34.64,38.92,34.72,38.44,25166.53741059,2020-07-25,967401.6980630796
1595548800,34.25,35.5,35.44,34.57,4796.18867878,2020-07-24,165804.2426254246
1595462400,35.03,35.88,35.39,35.44,8395.42592566,2020-07-23,297533.8948053904
1595376000,34.15,35.49,34.46,35.41,5264.42432008,2020-07-22,186413.2651740328
1595289600,33.33,34.8,33.44,34.5,3744.43113878,2020-07-21,129182.87428790999
1595203200,32.77,34.19,34.06,33.32,6817.00646283,2020-07-20,227142.65534149559
1595116800,33.43,34.15,33.91,33.99,1730.48364128,2020-07-19,58819.1389671072
1595030400,33.33,34.15,33.49,33.98,2199.13815494,2020-07-18,74726.71450486119
1594944000,33.3,33.89,33.64,33.45,2970.74155121,2020-07-17,99371.30488797452
1594857600,32.73,34.64,34.5,33.56,12196.64793122,2020-07-16,409319.50457174325
1594771200,34.22,35.08,35.08,34.52,9430.06455749,2020-07-15,325525.82852455485
1594684800,34.27,35.09,34.87,35.01,8349.33100891,2020-07-14,292310.07862193906
1594598400,34.07,36.18,35.57,35.0,15701.32793117,2020-07-13,549546.47759095
1594512000,34.74,35.93,35.59,35.57,7713.25445222,2020-07-12,274360.4608654654
1594425600,34.9,35.74,35.13,35.58,6101.35841198,2020-07-11,217086.3322982484
1594339200,34.67,35.5,35.26,35.18,8903.1189083,2020-07-10,313211.723193994
1594252800,34.7,36.38,35.87,35.29,14915.60439601,2020-07-09,526371.6791351929
1594166400,34.42,36.28,34.5,35.9,19230.49138194,2020-07-08,690374.6406116459
1594080000,34.41,35.55,35.36,34.66,10721.69249836,2020-07-07,371613.8619931576
1593993600,33.34,35.4,33.44,35.3,17716.21886206,2020-07-06,625382.5258307179
1593907200,32.83,33.93,33.89,33.44,6964.98134618,2020-07-05,232908.9762162592
1593820800,33.09,33.89,33.11,33.83,4518.46614947,2020-07-04,152859.7098365701
1593734400,32.89,33.59,32.93,33.03,6409.60244805,2020-07-03,211709.1688590915
1593648000,32.5,33.69,33.61,32.99,7834.43343326,2020-07-02,258457.95896324742
1593561600,33.12,33.8,33.2,33.61,2605.629656,2020-07-01,87575.21273816
1593475200,33.15,34.27,34.08,33.27,4791.28562411,2020-06-30,159406.0727141397
1593388800,32.98,34.33,33.66,34.06,9854.34735457,2020-06-29,335639.0708966542
1593302400,32.89,34.15,33.19,33.61,3438.69908053,2020-06-28,115574.6760966133
1593216000,31.91,34.98,34.98,33.29,6748.71408486,2020-06-27,224664.6918849894
1593129600,33.44,35.22,34.19,34.91,10591.79438178,2020-06-26,369759.54186793976
1593043200,33.62,34.81,34.3,34.1,6926.78553015,2020-06-25,236203.38657811502
1592956800,33.97,35.68,35.34,34.31,10041.39598208,2020-06-24,344520.2961451648
1592870400,35.17,35.59,35.55,35.28,5131.98719904,2020-06-23,181056.5083821312
